CID,workexp,age,gender,Source,Educ,previous,location,Joined
C20155PDEFW,4,43,M,2-Referral,e2,No,L1,Joined
C20155G7GB5,4,38,M,2-Referral,e2,No,L5,Not Joined
C2015AOC8ND,4,41,F,3-SocialMedia,e2,No,L7,Joined
C2015UKFZM9,4,37,M,1-Consultancy,e2,Yes,L3,Not Joined
C201528NXIJ,4,38,F,3-SocialMedia,e2,No,L2,Not Joined
C20153Y0OJG,3,32,M,1-Consultancy,e1,Yes,L4,Not Joined
C2015SQTVFV,3,35,F,1-Consultancy,e2,Yes,L5,Not Joined
C2015ZDQF9Q,4,36,M,1-Consultancy,e1,Yes,L1,Not Joined
C2015MKOUZ0,3,37,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015PQ0SHN,3,40,M,2-Referral,e2,Yes,L5,Joined
C2015VIT2Y9,4,44,F,3-SocialMedia,e2,No,L7,Joined
C2015ZMX5I4,3,43,M,2-Referral,e1,Yes,L3,Joined
C2015WWA38O,4,35,M,1-Consultancy,e2,No,L1,Joined
C201567OBC3,4,35,M,1-Consultancy,e2,No,L3,Not Joined
C2015KOD5GA,4,35,F,3-SocialMedia,e1,Yes,L2,Not Joined
C2015GB31ZH,3,35,M,3-SocialMedia,e2,No,L3,Joined
C2015MUNHKW,3,38,F,1-Consultancy,e2,Yes,L5,Not Joined
C2015G80NXY,3,31,M,3-SocialMedia,e1,Yes,L1,Not Joined
C201514HAI8,3,37,F,1-Consultancy,e1,No,L3,Not Joined
C2015ZVKGI3,4,38,M,2-Referral,e1,No,L2,Not Joined
C2015LX7SAS,4,40,F,2-Referral,e1,No,L1,Joined
C20154Z2M5M,4,35,M,2-Referral,e1,Yes,L5,Not Joined
C20152ZUYCK,3,43,F,3-SocialMedia,e1,Yes,L7,Joined
C20154XYNBS,3,35,M,3-SocialMedia,e2,Yes,L3,Joined
C20152C0VGO,4,27,F,1-Consultancy,e1,Yes,L2,Not Joined
C20155ZTAFM,4,37,M,1-Consultancy,e2,Yes,L4,Not Joined
C2015JTX1OM,3,26,F,1-Consultancy,e1,No,L5,Not Joined
C2015M630L9,4,36,F,2-Referral,e1,Yes,L3,Joined
C2015952187,4,39,F,3-SocialMedia,e2,No,L1,Joined
C2015MGQ113,3,37,M,3-SocialMedia,e2,No,L5,Joined
C201513T67W,4,37,F,2-Referral,e1,No,L4,Not Joined
C201593BK2O,4,38,M,3-SocialMedia,e2,Yes,L5,Not Joined
C2015KK3WBN,3,44,F,3-SocialMedia,e1,No,L1,Joined
C2015GY2QDE,3,37,M,3-SocialMedia,e2,No,L3,Not Joined
C2015Y8980Y,3,38,F,1-Consultancy,e2,Yes,L2,Not Joined
C2015BYCV4X,5,41,F,1-Consultancy,e2,Yes,L3,Joined
C2015MHD1WM,3,35,F,3-SocialMedia,e1,Yes,L5,Not Joined
C20150HLBM5,4,36,M,2-Referral,e2,Yes,L1,Not Joined
C20155VUQ6V,4,37,F,2-Referral,e1,No,L3,Not Joined
C2015G7RYZ5,4,27,M,1-Consultancy,e2,No,L2,Not Joined
C201531NNTI,4,37,F,2-Referral,e2,Yes,L4,Not Joined
C2015GEEJTE,4,37,M,3-SocialMedia,e2,No,L5,Joined
C2015GO7GMT,4,36,F,3-SocialMedia,e1,Yes,L1,Not Joined
C2015BIB23V,4,35,M,3-SocialMedia,e1,Yes,L3,Not Joined
C20152Y3T79,4,35,F,3-SocialMedia,e2,No,L2,Not Joined
C201513JTSN,3,35,M,3-SocialMedia,e1,No,L5,Joined
C2015DI0AH5,4,38,F,3-SocialMedia,e1,Yes,L5,Not Joined
C20151I8RB9,3,31,M,2-Referral,e1,No,L1,Not Joined
C2015WJZR88,4,35,F,2-Referral,e2,No,L1,Joined
C2015FQR2PP,4,38,M,1-Consultancy,e2,No,L2,Not Joined
C2015O2RLHO,3,39,F,1-Consultancy,e1,No,L7,Joined
C2015D28M2H,3,37,F,1-Consultancy,e1,No,L3,Joined
C2015HUK8U9,4,36,F,2-Referral,e2,No,L1,Not Joined
C2015DKFCKB,3,40,M,1-Consultancy,e2,Yes,L5,Joined
C2015YLNND1,4,44,F,3-SocialMedia,e1,Yes,L7,Joined
C2015QNL615,4,43,M,1-Consultancy,e1,No,L3,Joined
C2015BDAMH8,3,26,F,3-SocialMedia,e1,Yes,L5,Not Joined
C2015X91D39,4,41,M,1-Consultancy,e1,No,L5,Joined
C20157FUILB,4,35,F,1-Consultancy,e1,Yes,L3,Not Joined
C20153HG63D,4,35,M,3-SocialMedia,e2,Yes,L2,Not Joined
C2015F2S4MZ,3,37,F,2-Referral,e1,Yes,L4,Not Joined
C2015PPM4L6,3,38,M,1-Consultancy,e2,No,L5,Not Joined
C2015193TDR,4,37,F,1-Consultancy,e2,Yes,L7,Joined
C2015UF0HI1,4,37,M,2-Referral,e1,No,L3,Joined
C2015Y53N8S,3,38,F,3-SocialMedia,e1,Yes,L2,Not Joined
C2015Q31M6K,4,32,M,3-SocialMedia,e2,No,L4,Not Joined
C2015ERUYBX,3,35,F,3-SocialMedia,e1,Yes,L5,Not Joined
C2015ZXQXHX,4,35,F,1-Consultancy,e1,No,L3,Joined
C2015PQLWCV,4,37,F,3-SocialMedia,e2,No,L3,Not Joined
C2015MOIJV8,3,44,M,2-Referral,e2,No,L5,Joined
C2015OSLEFA,3,35,F,2-Referral,e1,No,L7,Joined
C2015MB9W63,3,26,M,2-Referral,e2,Yes,L5,Not Joined
C2015S82SQ8,4,39,M,2-Referral,e2,No,L1,Joined
C2015THQTR8,4,35,M,3-SocialMedia,e2,Yes,L3,Not Joined
C2015YQDCRG,4,35,F,1-Consultancy,e2,Yes,L2,Not Joined
C2015FBMLEK,4,37,M,3-SocialMedia,e1,Yes,L4,Not Joined
C2015Y90BJF,4,38,F,1-Consultancy,e2,Yes,L5,Not Joined
C2015B49NS0,4,43,M,1-Consultancy,e1,Yes,L5,Joined
C2015VBM3EV,4,35,M,2-Referral,e1,Yes,L7,Joined
C2015WKHWQF,4,41,M,3-SocialMedia,e2,No,L3,Joined
C2015P05RC6,3,44,M,1-Consultancy,e2,No,L1,Joined
C2015K3JQUI,3,35,M,2-Referral,e2,Yes,L5,Not Joined
C2015N2MWZC,4,36,F,1-Consultancy,e2,No,L1,Not Joined
C2015LLKMII,4,37,M,2-Referral,e1,No,L3,Not Joined
C20154O94FP,4,27,F,2-Referral,e2,No,L2,Not Joined
C20159IV06T,4,37,M,1-Consultancy,e2,Yes,L4,Not Joined
C2015AC0DNN,3,26,F,2-Referral,e1,No,L5,Not Joined
C20155QKEUR,4,36,M,3-SocialMedia,e2,No,L1,Not Joined
C2015RV3TG9,3,43,M,1-Consultancy,e1,No,L1,Joined
C2015SVEQBL,4,35,M,2-Referral,e2,No,L5,Joined
C201504Y4C7,4,41,F,2-Referral,e1,Yes,L7,Joined
C20159OHR31,4,44,M,2-Referral,e1,No,L3,Joined
C2015RH7ZRY,3,31,F,3-SocialMedia,e2,No,L1,Not Joined
C2015S7FMNQ,3,36,M,1-Consultancy,e2,No,L5,Joined
C20157CSIY5,3,39,M,2-Referral,e2,Yes,L7,Joined
C20153X8PEV,3,32,M,1-Consultancy,e1,No,L4,Not Joined
C2015XZVF0R,4,35,F,1-Consultancy,e2,No,L5,Not Joined
C2015WT32YM,4,40,M,2-Referral,e1,No,L5,Joined
C2015OKP306,5,44,F,3-SocialMedia,e2,Yes,L7,Joined
C2015WTTVML,3,27,M,3-SocialMedia,e1,No,L2,Not Joined
C2015TN4TTE,3,35,M,2-Referral,e2,No,L1,Joined
C2015KKUSGU,3,26,M,2-Referral,e1,No,L5,Not Joined
C2015NKNGZ9,4,36,F,3-SocialMedia,e1,No,L1,Not Joined
C2015JCBKEI,4,35,M,1-Consultancy,e1,No,L3,Not Joined
C2015PK64OG,5,36,F,2-Referral,e2,No,L1,Joined
C2015P75DOU,4,39,M,1-Consultancy,e1,No,L5,Joined
C2015QYGNOQ,4,37,F,3-SocialMedia,e2,No,L7,Joined
C201538H14O,3,31,M,1-Consultancy,e1,Yes,L1,Not Joined
C2015P417YH,4,37,F,1-Consultancy,e2,No,L3,Not Joined
C20150H5WPW,4,38,M,3-SocialMedia,e1,No,L2,Not Joined
C2015BCT9QI,3,32,F,3-SocialMedia,e2,No,L4,Not Joined
C20153IP6J4,3,35,M,3-SocialMedia,e1,No,L3,Joined
C2015KS4HN3,4,41,F,2-Referral,e1,No,L1,Joined
C2015X579R9,3,44,F,2-Referral,e1,No,L5,Joined
C2015NVA2T4,4,35,F,2-Referral,e1,Yes,L7,Joined
C20154CYTVU,3,36,F,2-Referral,e2,No,L3,Joined
C2015CCHLG0,3,39,F,2-Referral,e1,Yes,L1,Joined
C2015FINMPG,3,37,M,3-SocialMedia,e2,No,L5,Joined
C2015AX8JNH,4,35,F,3-SocialMedia,e2,No,L3,Not Joined
C2015SXYKYD,3,35,M,2-Referral,e1,Yes,L2,Not Joined
C2015A8EXLI,4,44,F,2-Referral,e1,Yes,L1,Joined
C20150ESEV8,4,43,M,2-Referral,e1,No,L5,Joined
C2015OLVYJQ,4,31,F,2-Referral,e1,No,L1,Not Joined
C2015UQQ98I,3,41,F,2-Referral,e1,No,L3,Joined
C2015YQYATD,4,44,F,2-Referral,e2,Yes,L1,Joined
C2015FS3C3X,5,35,M,1-Consultancy,e2,No,L5,Joined
C2015BUF21K,3,35,F,2-Referral,e2,No,L5,Not Joined
C2015DXN0G2,4,36,M,3-SocialMedia,e1,Yes,L1,Not Joined
C2015RGA722,4,37,F,3-SocialMedia,e2,Yes,L3,Not Joined
C2015BT4R4F,4,37,F,1-Consultancy,e2,No,L5,Joined
C2015YI3V5Z,4,37,F,2-Referral,e1,No,L4,Not Joined
C2015KOV6EH,3,26,M,2-Referral,e2,No,L5,Not Joined
C2015UMRWMW,4,36,F,2-Referral,e1,Yes,L1,Not Joined
C2015CS6R2N,4,35,M,3-SocialMedia,e2,Yes,L3,Not Joined
C2015P7TEXC,4,35,F,3-SocialMedia,e2,Yes,L2,Not Joined
C2015JK0ZNK,4,37,M,3-SocialMedia,e2,Yes,L4,Not Joined
C20155CUYIC,3,38,F,3-SocialMedia,e1,No,L5,Not Joined
C2015YZWY0W,4,36,F,1-Consultancy,e2,No,L5,Joined
C2015CQBLI4,4,39,F,3-SocialMedia,e2,Yes,L7,Joined
C2015SS2PWP,4,37,M,2-Referral,e2,No,L3,Joined
C2015VGV5MX,4,32,F,2-Referral,e2,No,L4,Not Joined
C2015MS5R9R,2,35,M,3-SocialMedia,e2,Yes,L5,Not Joined
C2015VCI4I1,4,44,M,1-Consultancy,e1,No,L7,Joined
C2015QJN9WU,4,43,M,3-SocialMedia,e2,No,L3,Joined
C2015HWMD0Q,3,27,F,2-Referral,e2,No,L2,Not Joined
C2015PUOEWO,3,37,M,3-SocialMedia,e2,Yes,L4,Not Joined
C2015UI5GPH,4,44,F,3-SocialMedia,e1,No,L7,Joined
C2015LZC2TH,4,36,M,3-SocialMedia,e2,Yes,L1,Not Joined
C2015T22R3F,4,35,F,1-Consultancy,e2,No,L3,Not Joined
C2015C0G7I0,4,35,M,3-SocialMedia,e2,No,L2,Not Joined
C2015JNITQQ,3,37,F,3-SocialMedia,e2,Yes,L4,Not Joined
C20152DXAVA,4,37,M,2-Referral,e1,Yes,L3,Joined
C2015JG2OJC,3,40,M,2-Referral,e1,Yes,L1,Joined
C2015526158,3,44,F,2-Referral,e1,Yes,L5,Joined
C2015FP2UF0,4,38,F,2-Referral,e2,Yes,L2,Not Joined
C2015LUH451,5,35,F,2-Referral,e2,Yes,L3,Joined
C2015P4KJJX,3,35,F,2-Referral,e1,No,L5,Not Joined
C2015UG0AP7,4,36,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015N4R79R,3,37,F,2-Referral,e1,No,L3,Not Joined
C20150IXPJC,4,36,M,3-SocialMedia,e1,No,L3,Joined
C2015KHQTSI,4,37,F,2-Referral,e1,Yes,L4,Not Joined
C20153HAIDH,4,26,M,2-Referral,e1,Yes,L5,Not Joined
C2015OGQORK,3,36,F,1-Consultancy,e1,No,L1,Not Joined
C2015Z09CIY,3,35,M,1-Consultancy,e1,Yes,L3,Not Joined
C2015SWH8ZI,4,35,F,1-Consultancy,e2,Yes,L2,Not Joined
C201519YZ57,4,43,M,1-Consultancy,e1,No,L5,Joined
C201554JE58,4,38,F,1-Consultancy,e1,Yes,L5,Not Joined
C2015KPO0Q2,4,41,M,1-Consultancy,e1,Yes,L3,Joined
C20156QQ75P,4,44,F,2-Referral,e1,Yes,L1,Joined
C20155FA4E3,4,38,M,3-SocialMedia,e2,Yes,L2,Not Joined
C2015XZ6NLJ,4,36,F,2-Referral,e1,Yes,L7,Joined
C2015KI0601,3,39,M,2-Referral,e1,Yes,L3,Joined
C20151OVEDK,4,36,F,3-SocialMedia,e1,Yes,L1,Not Joined
C20151D6FC7,4,37,M,2-Referral,e2,No,L5,Joined
C2015UB0GU6,4,27,F,3-SocialMedia,e2,Yes,L2,Not Joined
C2015LGL3DN,4,37,M,3-SocialMedia,e2,Yes,L4,Not Joined
C20157KZV9J,4,26,F,2-Referral,e1,No,L5,Not Joined
C20159FAGMH,4,35,M,1-Consultancy,e2,No,L5,Joined
C2015NXAMU9,3,35,F,3-SocialMedia,e1,Yes,L3,Not Joined
C20155KA4JX,4,35,M,3-SocialMedia,e1,Yes,L2,Not Joined
C2015K1AK10,4,35,F,1-Consultancy,e1,No,L1,Joined
C2015M18WGZ,4,38,M,1-Consultancy,e2,No,L5,Not Joined
C2015D5H7FR,4,31,F,1-Consultancy,e1,No,L1,Not Joined
C2015OVTC92,3,37,M,1-Consultancy,e1,No,L3,Joined
C2015Z5NRCF,4,38,F,1-Consultancy,e2,No,L2,Not Joined
C2015CPUGM1,4,32,M,3-SocialMedia,e2,Yes,L4,Not Joined
C20159SZIYZ,4,44,F,2-Referral,e1,Yes,L7,Joined
C2015270R17,4,43,M,1-Consultancy,e1,No,L3,Joined
C2015OV9UBW,3,37,F,1-Consultancy,e2,No,L3,Not Joined
C2015BUQDX6,4,41,M,1-Consultancy,e1,Yes,L5,Joined
C2015BP1MHN,4,37,F,3-SocialMedia,e1,Yes,L4,Not Joined
C2015JVV6R5,4,35,M,1-Consultancy,e2,Yes,L3,Joined
C2015HQHOBD,4,36,F,3-SocialMedia,e2,No,L1,Joined
C2015UBM37R,3,35,M,1-Consultancy,e2,Yes,L3,Not Joined
C2015Z6HN71,4,35,F,2-Referral,e2,No,L2,Not Joined
C2015XB52UM,3,37,F,2-Referral,e2,Yes,L3,Joined
C20155XZ82O,4,40,M,2-Referral,e1,Yes,L1,Joined
C201555JBYW,4,31,M,3-SocialMedia,e2,No,L1,Not Joined
C2015EXEHPC,4,37,F,2-Referral,e1,Yes,L3,Not Joined
C2015R5VGB9,3,35,M,2-Referral,e1,Yes,L3,Joined
C2015KXQXKI,4,41,F,2-Referral,e2,No,L1,Joined
C2015NCJ5FN,4,35,M,3-SocialMedia,e1,No,L5,Not Joined
C2015B366U8,3,35,M,2-Referral,e1,Yes,L7,Joined
C2015V3LCCF,4,37,M,2-Referral,e2,No,L3,Not Joined
C20157748XR,4,27,F,2-Referral,e1,No,L2,Not Joined
C2015KUJAD2,4,37,M,3-SocialMedia,e1,Yes,L5,Joined
C2015SMDWYX,4,37,M,2-Referral,e2,Yes,L7,Joined
C2015RR34T2,3,36,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015AASQ62,4,35,F,1-Consultancy,e1,No,L3,Not Joined
C20157BXVGN,4,35,M,2-Referral,e2,No,L2,Not Joined
C2015POJQNO,3,37,F,2-Referral,e1,No,L4,Not Joined
C2015NWYX3I,4,41,F,3-SocialMedia,e2,No,L3,Joined
C20158AWW9N,3,44,M,3-SocialMedia,e2,Yes,L1,Joined
C2015UOAECQ,4,37,M,3-SocialMedia,e2,No,L3,Not Joined
C2015T5OFP5,3,38,F,3-SocialMedia,e2,Yes,L2,Not Joined
C2015P7177A,4,32,M,3-SocialMedia,e2,Yes,L4,Not Joined
C2015WHH5EQ,4,37,F,1-Consultancy,e2,Yes,L1,Joined
C2015FDUXCO,4,36,M,3-SocialMedia,e2,Yes,L1,Not Joined
C20154PBIM6,3,37,F,3-SocialMedia,e1,Yes,L3,Not Joined
C2015BEXTJR,3,27,M,3-SocialMedia,e2,No,L2,Not Joined
C2015714CUI,4,37,F,2-Referral,e2,No,L4,Not Joined
C20153ZBZ2D,4,26,M,3-SocialMedia,e1,Yes,L5,Not Joined
C20157UE13V,4,36,F,2-Referral,e2,No,L1,Not Joined
C2015P8599A,4,44,F,1-Consultancy,e2,No,L3,Joined
C20156PADBK,3,35,M,1-Consultancy,e2,No,L1,Joined
C201583PGEE,3,37,M,3-SocialMedia,e2,Yes,L4,Not Joined
C20156PC16Q,4,39,F,2-Referral,e1,Yes,L7,Joined
C2015PVV8WF,4,31,M,2-Referral,e2,No,L1,Not Joined
C2015J1N8J0,4,37,F,1-Consultancy,e2,No,L3,Not Joined
C2015CLOHG1,4,38,M,3-SocialMedia,e1,No,L2,Not Joined
C2015CT8ZQ9,4,44,F,3-SocialMedia,e1,Yes,L7,Joined
C2015NHMCGE,4,43,M,1-Consultancy,e1,Yes,L3,Joined
C2015VFILIA,4,35,M,3-SocialMedia,e2,Yes,L1,Joined
C201523FJBC,4,37,M,3-SocialMedia,e1,No,L3,Not Joined
C2015WGCNZ6,4,44,M,2-Referral,e1,Yes,L7,Joined
C2015JO36T4,4,37,M,3-SocialMedia,e1,Yes,L4,Not Joined
C2015KLGHKZ,3,26,F,3-SocialMedia,e2,Yes,L5,Not Joined
C2015NUJWL7,4,39,F,1-Consultancy,e2,Yes,L5,Joined
C2015WX49EA,3,37,M,2-Referral,e1,No,L7,Joined
C2015Y6RQIS,3,37,F,3-SocialMedia,e2,No,L3,Joined
C2015E3AFWE,3,37,F,3-SocialMedia,e1,Yes,L4,Not Joined
C2015S4CQKR,3,44,M,2-Referral,e2,No,L5,Joined
C2015MUUMRU,4,31,F,2-Referral,e1,Yes,L1,Not Joined
C201547C33Q,4,37,M,3-SocialMedia,e2,No,L3,Not Joined
C2015PPZ9QF,4,38,F,3-SocialMedia,e1,Yes,L2,Not Joined
C2015OCY8CR,4,32,M,1-Consultancy,e2,Yes,L4,Not Joined
C2015WYEMEF,4,35,F,1-Consultancy,e1,No,L7,Joined
C20153OG90W,3,36,M,3-SocialMedia,e2,Yes,L3,Joined
C201573UOWW,5,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015W6AYKO,4,27,M,1-Consultancy,e1,Yes,L2,Not Joined
C2015JYUDBD,3,37,F,2-Referral,e2,Yes,L4,Not Joined
C2015C06SAZ,4,40,M,3-SocialMedia,e2,Yes,L3,Joined
C2015IHVJC2,4,44,M,1-Consultancy,e1,Yes,L1,Joined
C2015PVA0D6,3,35,M,2-Referral,e1,Yes,L3,Not Joined
C2015378TO6,4,35,F,2-Referral,e2,No,L2,Not Joined
C2015QS1OVO,4,41,M,1-Consultancy,e2,No,L3,Joined
C2015JX1DQO,3,38,F,3-SocialMedia,e2,Yes,L5,Not Joined
C20156BPKDI,3,31,M,1-Consultancy,e2,Yes,L1,Not Joined
C2015MZTM2C,4,37,F,1-Consultancy,e2,No,L3,Not Joined
C2015STBBRM,2,39,F,3-SocialMedia,e2,Yes,L3,Joined
C2015GQWM5I,3,37,F,3-SocialMedia,e1,No,L1,Joined
C2015RKDGJT,5,35,M,3-SocialMedia,e2,No,L5,Not Joined
C2015WLX5EY,4,40,F,2-Referral,e2,No,L7,Joined
C201559VLTV,4,44,M,1-Consultancy,e1,No,L3,Joined
C2015ATZN6Z,4,43,F,2-Referral,e1,Yes,L1,Joined
C2015UPZZFT,3,37,M,2-Referral,e1,Yes,L4,Not Joined
C2015O56FN3,3,26,F,3-SocialMedia,e1,No,L5,Not Joined
C20151C23P5,4,36,M,3-SocialMedia,e1,Yes,L1,Not Joined
C2015PD5BNZ,4,35,M,1-Consultancy,e1,No,L1,Joined
C2015FK4JZQ,5,36,M,1-Consultancy,e1,No,L5,Joined
C2015YEAX78,4,37,F,3-SocialMedia,e2,No,L4,Not Joined
C2015VZQN0X,3,38,M,3-SocialMedia,e1,Yes,L5,Not Joined
C2015D0WB5F,4,37,F,1-Consultancy,e1,No,L1,Joined
C2015FUGKNX,4,37,M,3-SocialMedia,e2,Yes,L3,Not Joined
C2015CNOPJ6,4,38,F,1-Consultancy,e2,Yes,L2,Not Joined
C2015IK3QEZ,4,43,M,2-Referral,e2,Yes,L3,Joined
C2015QCIEFS,3,35,F,1-Consultancy,e2,Yes,L1,Joined
C2015A1LAO4,4,41,M,2-Referral,e1,Yes,L5,Joined
C2015EHRSPM,3,37,F,2-Referral,e1,No,L3,Not Joined
C20158OX1PJ,4,35,M,3-SocialMedia,e1,No,L3,Joined
C20150FN4WO,4,36,M,2-Referral,e1,No,L1,Joined
C2015HXAAZK,4,39,M,2-Referral,e1,Yes,L5,Joined
C2015XCWEIW,4,37,F,1-Consultancy,e2,No,L7,Joined
C2015NWS6B5,3,37,M,3-SocialMedia,e1,No,L3,Joined
C2015EYS49Y,4,35,F,1-Consultancy,e2,Yes,L2,Not Joined
C20155RMYNE,4,44,M,1-Consultancy,e2,No,L5,Joined
C20153UYIUI,3,38,F,2-Referral,e2,Yes,L5,Not Joined
C2015XBHFHK,4,35,M,3-SocialMedia,e2,No,L3,Joined
C20155QT9YY,3,41,F,3-SocialMedia,e1,No,L1,Joined
C2015T2VKR5,4,44,M,1-Consultancy,e2,Yes,L5,Joined
C2015LJ6LW5,3,32,F,2-Referral,e2,No,L4,Not Joined
C2015PX0E8F,3,36,F,1-Consultancy,e2,No,L3,Joined
C20151QI3FT,4,36,F,3-SocialMedia,e2,Yes,L1,Not Joined
C2015J6OV7U,4,37,M,1-Consultancy,e1,Yes,L5,Joined
C2015YV3ZNM,4,37,M,3-SocialMedia,e2,Yes,L7,Joined
C2015V6787O,3,40,M,2-Referral,e1,No,L3,Joined
C20150UN59X,4,26,F,3-SocialMedia,e1,Yes,L5,Not Joined
C2015VL5U3D,4,36,M,1-Consultancy,e1,Yes,L1,Not Joined
C201528XHKW,4,35,F,2-Referral,e2,Yes,L3,Not Joined
C2015U78UZP,4,35,M,2-Referral,e2,Yes,L2,Not Joined
C201533OIZ3,4,44,M,3-SocialMedia,e2,No,L1,Joined
C2015B32B5R,4,38,M,1-Consultancy,e2,No,L5,Not Joined
C2015JF2K2N,4,31,F,2-Referral,e2,No,L1,Not Joined
C2015B2ERCM,3,37,M,1-Consultancy,e2,Yes,L3,Not Joined
C2015422LL0,4,38,F,3-SocialMedia,e2,No,L2,Not Joined
C2015E063YK,5,32,M,2-Referral,e1,Yes,L4,Not Joined
C2015GGQAH1,4,35,F,3-SocialMedia,e1,No,L5,Not Joined
C2015CC7KWD,3,36,M,2-Referral,e1,No,L1,Not Joined
C2015EQ36H4,3,37,F,3-SocialMedia,e1,No,L3,Not Joined
C2015WK6S0R,4,27,M,2-Referral,e2,Yes,L2,Not Joined
C20158TROPB,4,37,F,3-SocialMedia,e1,No,L4,Not Joined
C2015X1L8MO,4,26,M,3-SocialMedia,e2,No,L5,Not Joined
C2015F3PGNW,5,36,F,2-Referral,e1,No,L1,Not Joined
C20151KLOT1,3,35,M,2-Referral,e1,Yes,L3,Not Joined
C201525GA75,4,39,F,2-Referral,e1,Yes,L7,Joined
C2015VN31CE,3,37,M,3-SocialMedia,e2,No,L4,Not Joined
C20150PADV7,5,37,F,3-SocialMedia,e1,Yes,L1,Joined
C2015H86JC3,3,40,F,2-Referral,e1,No,L5,Joined
C2015EEP2M4,3,44,F,2-Referral,e1,Yes,L7,Joined
C20155FHAWI,4,38,M,3-SocialMedia,e2,Yes,L2,Not Joined
C2015CZD23D,4,32,F,1-Consultancy,e2,Yes,L4,Not Joined
C2015C3QJ82,3,35,M,2-Referral,e2,No,L5,Not Joined
C2015JCBHFJ,4,44,F,2-Referral,e1,No,L7,Joined
C2015YSKQWS,3,37,M,2-Referral,e1,Yes,L3,Not Joined
C20157ACVXY,4,36,F,1-Consultancy,e1,Yes,L1,Joined
C201551ETLQ,3,37,M,2-Referral,e2,Yes,L4,Not Joined
C20158PFJZK,4,37,M,3-SocialMedia,e2,Yes,L7,Joined
C20154DRVI4,3,37,M,3-SocialMedia,e1,No,L3,Joined
C2015AOPE5W,3,35,F,1-Consultancy,e2,No,L3,Not Joined
C2015YWUHRU,3,44,M,1-Consultancy,e2,Yes,L5,Joined
C20150EAEXD,3,37,F,2-Referral,e1,No,L4,Not Joined
C20155VN9CQ,4,38,M,3-SocialMedia,e1,Yes,L5,Not Joined
C2015WBL7E7,4,31,F,1-Consultancy,e2,Yes,L1,Not Joined
C2015PPB972,4,37,M,2-Referral,e2,No,L3,Not Joined
C2015CGYY2G,3,35,F,3-SocialMedia,e1,No,L7,Joined
C2015B19OAY,4,32,M,1-Consultancy,e2,No,L4,Not Joined
C20156Q0CP8,4,39,F,3-SocialMedia,e1,Yes,L1,Joined
C2015H53AI8,3,36,M,1-Consultancy,e2,No,L1,Not Joined
C201556W9OI,4,37,F,2-Referral,e2,No,L3,Not Joined
C2015VXIWNU,4,27,M,1-Consultancy,e2,Yes,L2,Not Joined
C2015YVEUER,4,44,M,1-Consultancy,e2,No,L1,Joined
C20159N9ELZ,3,43,M,2-Referral,e1,No,L5,Joined
C2015SFDYBD,3,35,M,3-SocialMedia,e2,Yes,L7,Joined
C201506N2RL,4,35,M,2-Referral,e1,Yes,L3,Not Joined
C2015J1AV21,4,35,F,1-Consultancy,e1,Yes,L2,Not Joined
C2015BGA2YO,3,37,M,2-Referral,e2,No,L4,Not Joined
C2015KWTRWN,4,38,F,1-Consultancy,e1,No,L5,Not Joined
C2015MNK99K,3,31,M,3-SocialMedia,e1,No,L1,Not Joined
C2015B8ALYL,4,37,M,1-Consultancy,e2,No,L1,Joined
C2015Z1LU5W,4,38,M,2-Referral,e1,Yes,L2,Not Joined
C201555W6RQ,3,40,F,2-Referral,e2,No,L7,Joined
C2015SU53RP,3,35,M,2-Referral,e1,No,L5,Not Joined
C2015VS8359,4,36,F,3-SocialMedia,e1,Yes,L1,Not Joined
C2015HM8497,4,35,M,2-Referral,e1,No,L5,Joined
C20157FEUAX,3,27,F,2-Referral,e2,Yes,L2,Not Joined
C2015RIUX9S,4,44,M,3-SocialMedia,e2,No,L3,Joined
C2015IYOSW0,3,35,F,2-Referral,e1,No,L1,Joined
C20152VOKKQ,3,36,M,2-Referral,e1,No,L1,Not Joined
C2015VP3YAP,3,35,F,3-SocialMedia,e1,Yes,L3,Not Joined
C20152P4WU0,4,35,M,2-Referral,e2,No,L2,Not Joined
C2015NYS3H7,4,37,F,3-SocialMedia,e1,Yes,L4,Not Joined
C2015VV2075,3,38,M,3-SocialMedia,e1,Yes,L5,Not Joined
C2015TYT6PE,4,44,M,2-Referral,e2,Yes,L7,Joined
C2015WZSCQP,4,43,F,2-Referral,e2,No,L3,Joined
C2015JIA3UA,4,38,F,2-Referral,e2,Yes,L2,Not Joined
C201573OZX9,3,32,M,3-SocialMedia,e2,Yes,L4,Not Joined
C2015J2ID8V,3,44,F,3-SocialMedia,e2,Yes,L7,Joined
C2015H8G5O6,4,36,M,1-Consultancy,e1,No,L1,Not Joined
C2015C4OCQL,4,37,F,1-Consultancy,e2,No,L3,Not Joined
C2015XQFLZA,4,27,M,1-Consultancy,e2,No,L2,Not Joined
C20156STFWK,3,37,F,2-Referral,e1,Yes,L4,Not Joined
C20156WLIV2,4,37,M,2-Referral,e1,No,L3,Joined
C2015QGKH4S,4,40,M,1-Consultancy,e1,Yes,L1,Joined
C2015DWFM8J,3,35,M,2-Referral,e2,No,L3,Not Joined
C2015MVBZ5B,4,43,M,1-Consultancy,e1,Yes,L7,Joined
